!Ion
Fe+
!MOLECULAR WEIGHT
56.0
!NUMBER OF ENERGY LEVELS
111
!LEVEL + ENERGIES(cm^-1) + WEIGHT + Qnum
  325    59    35      1.629e+04  4.8030732e+05   68183.319
  326    60    15      5.427e+07  1.0178822e+06   68523.298
  327    60    16      1.063e+07  1.0109377e+06   68523.298
  328    60    18      4.744e+06  7.7388483e+05   68523.298
  329    60    19      8.844e+05  7.5596334e+05   68523.298
  330    60    12      1.200e+08  1.1675602e+06   68523.298
  331    60    13      1.185e+08  1.1625743e+06   68523.298
  332    60    34      1.703e+05  4.8751156e+05   68523.298
  333    60    35      1.702e+05  4.8739133e+05   68523.298
  334    61    50      6.880e-01  1.7119871e+05   72165.388
  335    61    54      5.271e+02  1.7762528e+05   72165.388
  336    61    55      3.618e+01  1.6199742e+05   72165.388
  337    62    50      9.963e-02  1.7210886e+05   72209.068
  338    62    51      4.997e-01  1.6197939e+05   72209.068
  339    62    54      6.054e+01  1.7853543e+05   72209.068
  340    62    55      3.386e+02  1.6290758e+05   72209.068
  341    62    56      4.941e+01  1.5313200e+05   72209.068
  342    63    50      6.597e-03  1.7075897e+05   72144.284
